video_id,comment_id,parent_id,author,text,like_count,published_at,updated_at,reply_count,tokens,token_len,text_raw,text_trunc,sentiment_pseudo,sentiment_pseudo_id
2wwp3dKbGE8,Ugwj1M5bLivVlqF4KkZ4AaABAg,,musfifirah7538,"['bang', 'gimana', 'kalau', 'pemula', 'banget', 'tapi', 'mau', 'belajar', 'coding', 'lewat', 'kode', 'sudah', 'terangkai', 'lewat', 'vipe', 'coding', 'baru', 'pahami', 'mohon', 'pandangannya', 'pak']",0,2025-11-19T11:44:32Z,2025-11-19T11:44:32Z,0.0,"['bang', 'gimana', 'kalau', 'pemula', 'banget', 'tapi', 'mau', 'belajar', 'coding', 'lewat', 'kode', 'sudah', 'terangkai', 'lewat', 'vipe', 'coding', 'baru', 'pahami', 'mohon', 'pandangannya', 'pak']",21,bang gimana kalau pemula banget tapi mau belajar coding lewat kode sudah terangkai lewat vipe coding baru pahami mohon pandangannya pak,bang gimana kalau pemula banget tapi mau belajar coding lewat kode sudah terangkai lewat vipe coding baru pahami mohon pandangannya pak,netral,1.0
2wwp3dKbGE8,UgzZwHJ7sB8GMMgehFB4AaABAg,,advhe77,"['prinsip2', 'dasar', 'foundamentalnya', 'jgn', 'smpe', 'dilupainai', 'diperlukan', 'utk', 'belajar', 'mengembangkan', 'diri', 'lebih', 'baik', 'ai', 'tambahan', 'skillset', 'value', 'perusahaan', 'tempat', 'kerja', 'tetep', 'gunain', 'skill', 'set', 'yg', 'pelajari']",0,2025-11-18T02:28:17Z,2025-11-18T02:28:17Z,0.0,"['prinsip2', 'dasar', 'foundamentalnya', 'jgn', 'smpe', 'dilupainai', 'diperlukan', 'utk', 'belajar', 'mengembangkan', 'diri', 'lebih', 'baik', 'ai', 'tambahan', 'skillset', 'value', 'perusahaan', 'tempat', 'kerja', 'tetep', 'gunain', 'skill', 'set', 'yg', 'pelajari']",26,prinsip2 dasar foundamentalnya jgn smpe dilupainai diperlukan utk belajar mengembangkan diri lebih baik ai tambahan skillset value perusahaan tempat kerja tetep gunain skill set yg pelajari,prinsip2 dasar foundamentalnya jgn smpe dilupainai diperlukan utk belajar mengembangkan diri lebih baik ai tambahan skillset value perusahaan tempat kerja tetep gunain skill set yg pelajari,netral,1.0
2wwp3dKbGE8,UgydMEecb1Nh-PRBgq94AaABAg,,zororaka,"['sekedar', 'sharing', 'aja', 'pernah', 'diskusi', 'tech', 'lead', 'beberapa', 'minggu', 'lalu', 'soal', 'vibe', 'coding', 'vs', 'rekrut', 'pegawai', 'baru', 'diskusi', 'sama2', 'setuju', 'daripada', 'over', 'rekrutmen', 'mending', 'pilih', 'vide', 'coding', 'operasional', 'perusahaan', 'juga', 'efisien', 'product', 'cepat', 'selesai', 'note', 'pakai', 'ai', 'bukan', 'berarti', 'full', 'ai', 'hanya', 'saja', 'support', 'development']",0,2025-11-17T05:25:58Z,2025-11-17T05:29:49Z,0.0,"['sekedar', 'sharing', 'aja', 'pernah', 'diskusi', 'tech', 'lead', 'beberapa', 'minggu', 'lalu', 'soal', 'vibe', 'coding', 'vs', 'rekrut', 'pegawai', 'baru', 'diskusi', 'sama2', 'setuju', 'daripada', 'over', 'rekrutmen', 'mending', 'pilih', 'vide', 'coding', 'operasional', 'perusahaan', 'juga', 'efisien', 'product', 'cepat', 'selesai', 'note', 'pakai', 'ai', 'bukan', 'berarti', 'full', 'ai', 'hanya', 'saja', 'support', 'development']",45,sekedar sharing aja pernah diskusi tech lead beberapa minggu lalu soal vibe coding vs rekrut pegawai baru diskusi sama2 setuju daripada over rekrutmen mending pilih vide coding operasional perusahaan juga efisien product cepat selesai note pakai ai bukan berarti full ai hanya saja support development,sekedar sharing aja pernah diskusi tech lead beberapa minggu lalu soal vibe coding vs rekrut pegawai baru diskusi sama2 setuju daripada over rekrutmen mending pilih vide coding operasional perusahaan juga efisien product cepat selesai note pakai ai bukan berarti full ai hanya saja support development,netral,1.0
2wwp3dKbGE8,UgxoF9XGiQczCku-ZqJ4AaABAg,,reafterstudio,"['bukan', 'programer', 'tapi', 'butuh', 'website', 'sederhana', 'usaha', 'dulu', 'belajar', 'yt', 'biar', 'bisa', 'buat', 'website', 'sendiri', 'memakan', 'waktu', 'banyak', 'belajar', 'hasilnya', 'biasa', 'saja', 'tapi', 'semenjak', 'ada', 'ai', 'hasilnya', 'lebih', 'bagus', 'yg', 'buat', 'dulu', 'kalau', 'pov', 'profesional', 'website', 'pasti', 'masih', 'banyak', 'kekuranganya', 'tapi', 'pribadi', 'sudah', 'lebih', 'cukup', 'mungkin', 'bikin', 'website', 'full', 'vibe', 'coding', 'diperuntukkan', 'orang', 'awam', 'seperti', 'yg', 'kebutuhannya', 'belum', 'komplek', 'yakin', 'prompt', 'hasil', 'programer', 'sama', 'hasil', 'orang', 'awam', 'pasti', 'akan', 'beda']",0,2025-11-14T23:31:39Z,2025-11-14T23:31:39Z,0.0,"['bukan', 'programer', 'tapi', 'butuh', 'website', 'sederhana', 'usaha', 'dulu', 'belajar', 'yt', 'biar', 'bisa', 'buat', 'website', 'sendiri', 'memakan', 'waktu', 'banyak', 'belajar', 'hasilnya', 'biasa', 'saja', 'tapi', 'semenjak', 'ada', 'ai', 'hasilnya', 'lebih', 'bagus', 'yg', 'buat', 'dulu', 'kalau', 'pov', 'profesional', 'website', 'pasti', 'masih', 'banyak', 'kekuranganya', 'tapi', 'pribadi', 'sudah', 'lebih', 'cukup', 'mungkin', 'bikin', 'website', 'full', 'vibe', 'coding', 'diperuntukkan', 'orang', 'awam', 'seperti', 'yg', 'kebutuhannya', 'belum', 'komplek', 'yakin', 'prompt', 'hasil', 'programer', 'sama', 'hasil', 'orang', 'awam', 'pasti', 'akan', 'beda']",70,bukan programer tapi butuh website sederhana usaha dulu belajar yt biar bisa buat website sendiri memakan waktu banyak belajar hasilnya biasa saja tapi semenjak ada ai hasilnya lebih bagus yg buat dulu kalau pov profesional website pasti masih banyak kekuranganya tapi pribadi sudah lebih cukup mungkin bikin website full vibe coding diperuntukkan orang awam seperti yg kebutuhannya belum komplek yakin prompt hasil programer sama hasil orang awam pasti akan beda,bukan programer tapi butuh website sederhana usaha dulu belajar yt biar bisa buat website sendiri memakan waktu banyak belajar hasilnya biasa saja tapi semenjak ada ai hasilnya lebih bagus yg buat dulu kalau pov profesional website pasti masih banyak kekuranganya tapi pribadi sudah lebih cukup mungkin bikin website full vibe coding diperuntukkan orang awam seperti yg kebutuhannya belum komplek yakin prompt hasil programer sama hasil orang awam pasti akan beda,netral,1.0
2wwp3dKbGE8,UgzAbfd4HeGD1h1UxPJ4AaABAg,,kurabasakurata2575,"['biasa', 'ngehandle', 'pekerjaan', 'sendiri', 'punya', 'gaya', 'koding', 'tersendiri', 'saat', 'pakai', 'ai', 'agent', 'pasti', 'juga', 'berasa', '1', 'project', 'dikerjakan', 'oleh', 'banyak', 'orang', 'gaya', 'kodenya', 'kadang', 'berbeda', 'beda', 'padahal', 'dalam', 'prompt', 'sudah', 'menyuruh', 'menggunakan', 'pattern', 'sama', 'project', 'ada', 'memiliki', 'gaya', 'kode', 'tersendiri', 'terstruktur', 'bisa', 'cepat', 'menemukan', 'titik', 'masalahnya', 'walau', 'ditunjukkan', 'line', 'erronya', 'berbeda']",0,2025-11-13T00:32:17Z,2025-11-13T00:32:17Z,0.0,"['biasa', 'ngehandle', 'pekerjaan', 'sendiri', 'punya', 'gaya', 'koding', 'tersendiri', 'saat', 'pakai', 'ai', 'agent', 'pasti', 'juga', 'berasa', '1', 'project', 'dikerjakan', 'oleh', 'banyak', 'orang', 'gaya', 'kodenya', 'kadang', 'berbeda', 'beda', 'padahal', 'dalam', 'prompt', 'sudah', 'menyuruh', 'menggunakan', 'pattern', 'sama', 'project', 'ada', 'memiliki', 'gaya', 'kode', 'tersendiri', 'terstruktur', 'bisa', 'cepat', 'menemukan', 'titik', 'masalahnya', 'walau', 'ditunjukkan', 'line', 'erronya', 'berbeda']",51,biasa ngehandle pekerjaan sendiri punya gaya koding tersendiri saat pakai ai agent pasti juga berasa 1 project dikerjakan oleh banyak orang gaya kodenya kadang berbeda beda padahal dalam prompt sudah menyuruh menggunakan pattern sama project ada memiliki gaya kode tersendiri terstruktur bisa cepat menemukan titik masalahnya walau ditunjukkan line erronya berbeda,biasa ngehandle pekerjaan sendiri punya gaya koding tersendiri saat pakai ai agent pasti juga berasa 1 project dikerjakan oleh banyak orang gaya kodenya kadang berbeda beda padahal dalam prompt sudah menyuruh menggunakan pattern sama project ada memiliki gaya kode tersendiri terstruktur bisa cepat menemukan titik masalahnya walau ditunjukkan line erronya berbeda,netral,1.0
2wwp3dKbGE8,UgxIfu3lmyt6N9IY5XJ4AaABAg,,clipperproductive,"['zaman', 'makin', 'berkembang', 'ai', 'makin', 'mendekati', 'kesempurnaan', 'dulu', 'orang', 'lebih', 'percaya', 'penunjuk', 'jalan', 'nanya', 'orang', 'buat', 'tahu', 'arah', 'sekarang', 'cukup', 'pakai', 'google', 'maps', 'tanpa', 'perlu', 'hafal', 'detail', 'jalan', 'bisa', 'sampai', 'tujuan', 'akurat', 'level', 'selanjutnya', 'ai', 'adalah', 'saat', 'nggak', 'perlu', 'lagi', 'capek', 'mikirin', 'hal', 'teknis', 'semua', 'sudah', 'diurus', 'oleh', 'ai', 'tugas', 'tinggal', 'mengawasi', 'mengambil', 'keputusan', 'besar']",0,2025-11-12T08:27:26Z,2025-11-12T08:27:26Z,2.0,"['zaman', 'makin', 'berkembang', 'ai', 'makin', 'mendekati', 'kesempurnaan', 'dulu', 'orang', 'lebih', 'percaya', 'penunjuk', 'jalan', 'nanya', 'orang', 'buat', 'tahu', 'arah', 'sekarang', 'cukup', 'pakai', 'google', 'maps', 'tanpa', 'perlu', 'hafal', 'detail', 'jalan', 'bisa', 'sampai', 'tujuan', 'akurat', 'level', 'selanjutnya', 'ai', 'adalah', 'saat', 'nggak', 'perlu', 'lagi', 'capek', 'mikirin', 'hal', 'teknis', 'semua', 'sudah', 'diurus', 'oleh', 'ai', 'tugas', 'tinggal', 'mengawasi', 'mengambil', 'keputusan', 'besar']",55,zaman makin berkembang ai makin mendekati kesempurnaan dulu orang lebih percaya penunjuk jalan nanya orang buat tahu arah sekarang cukup pakai google maps tanpa perlu hafal detail jalan bisa sampai tujuan akurat level selanjutnya ai adalah saat nggak perlu lagi capek mikirin hal teknis semua sudah diurus oleh ai tugas tinggal mengawasi mengambil keputusan besar,zaman makin berkembang ai makin mendekati kesempurnaan dulu orang lebih percaya penunjuk jalan nanya orang buat tahu arah sekarang cukup pakai google maps tanpa perlu hafal detail jalan bisa sampai tujuan akurat level selanjutnya ai adalah saat nggak perlu lagi capek mikirin hal teknis semua sudah diurus oleh ai tugas tinggal mengawasi mengambil keputusan besar,netral,1.0
2wwp3dKbGE8,UgxIfu3lmyt6N9IY5XJ4AaABAg.APQHlHEqN-vAPQI97GEkDy,UgxIfu3lmyt6N9IY5XJ4AaABAg,clipperproductive,"['dulu', 'ojek', 'offline', 'tergantikan', 'oleh', 'ojek', 'online', 'begitu', 'juga', 'nanti', 'buat', 'kalian', 'masih', 'kontra', 'vibe', 'coding', 'kalian', 'nggak', 'bisa', 'menahan', 'perkembangan', 'zaman', 'selanjutnya', 'akhirnya', 'kalian', 'cuma', 'bakal', 'menelan', 'ludah', 'sendiri', 'jangan', 'remehkan', 'vibe', 'coding', 'mungkin', 'sekarang', 'belum', 'sempurna', 'tapi', 'siapa', 'tahu', 'depannya', 'bakal', 'sesuatu', 'besar']",0,2025-11-12T08:30:49Z,2025-11-12T08:30:49Z,,"['dulu', 'ojek', 'offline', 'tergantikan', 'oleh', 'ojek', 'online', 'begitu', 'juga', 'nanti', 'buat', 'kalian', 'masih', 'kontra', 'vibe', 'coding', 'kalian', 'nggak', 'bisa', 'menahan', 'perkembangan', 'zaman', 'selanjutnya', 'akhirnya', 'kalian', 'cuma', 'bakal', 'menelan', 'ludah', 'sendiri', 'jangan', 'remehkan', 'vibe', 'coding', 'mungkin', 'sekarang', 'belum', 'sempurna', 'tapi', 'siapa', 'tahu', 'depannya', 'bakal', 'sesuatu', 'besar']",45,dulu ojek offline tergantikan oleh ojek online begitu juga nanti buat kalian masih kontra vibe coding kalian nggak bisa menahan perkembangan zaman selanjutnya akhirnya kalian cuma bakal menelan ludah sendiri jangan remehkan vibe coding mungkin sekarang belum sempurna tapi siapa tahu depannya bakal sesuatu besar,dulu ojek offline tergantikan oleh ojek online begitu juga nanti buat kalian masih kontra vibe coding kalian nggak bisa menahan perkembangan zaman selanjutnya akhirnya kalian cuma bakal menelan ludah sendiri jangan remehkan vibe coding mungkin sekarang belum sempurna tapi siapa tahu depannya bakal sesuatu besar,positif,2.0
2wwp3dKbGE8,UgxIfu3lmyt6N9IY5XJ4AaABAg.APQHlHEqN-vAPQIUdxoFMa,UgxIfu3lmyt6N9IY5XJ4AaABAg,clipperproductive,"['jangan', 'arogan', 'pengetahuan', 'fundamental', 'kalian', 'soal', 'coding', 'ingat', 'zaman', 'terus', 'berkembang', 'harus', 'bisa', 'menyesuaikan', 'diri', 'buat', 'kalian', 'masih', 'kontra', 'akhirnya', 'kalian', 'juga', 'akan', 'menelan', 'ludah', 'sendiri']",0,2025-11-12T08:33:45Z,2025-11-12T08:33:45Z,,"['jangan', 'arogan', 'pengetahuan', 'fundamental', 'kalian', 'soal', 'coding', 'ingat', 'zaman', 'terus', 'berkembang', 'harus', 'bisa', 'menyesuaikan', 'diri', 'buat', 'kalian', 'masih', 'kontra', 'akhirnya', 'kalian', 'juga', 'akan', 'menelan', 'ludah', 'sendiri']",26,jangan arogan pengetahuan fundamental kalian soal coding ingat zaman terus berkembang harus bisa menyesuaikan diri buat kalian masih kontra akhirnya kalian juga akan menelan ludah sendiri,jangan arogan pengetahuan fundamental kalian soal coding ingat zaman terus berkembang harus bisa menyesuaikan diri buat kalian masih kontra akhirnya kalian juga akan menelan ludah sendiri,negatif,0.0
2wwp3dKbGE8,UgwmJKls1C4yTx9x5qB4AaABAg,,chairulamin6427,"['coba', 'ngoding', 'vibe', 'kecilan', 'sebenernya', 'mudah', 'suruh', 'ainya', 'jangan', 'ngide', 'kecuali', 'bener', 'input', 'prompt', 'lalu', 'suruh', 'ainya', 'belajar', 'standar', 'percodingan', 'ada', 'best', 'practicenya', 'gimana', 'apa', 'ecmascript', 'pep8', 'seterusnya', 'rulerule', 'seperti', 'udah', 'diuji', 'oleh', 'manusia', 'sebelum', 'ada', 'ai', 'lalu', 'seringseringlah', 'lakukan', 'dialektika', 'ainya', 'ngobrol', 'diskusi', 'teknis', 'terus', 'buat', 'ainya', 'paling', 'konservatif', 'kalau', 'bicara', 'soal', 'standarstandar', 'bahkan', 'ketika', 'bicara', 'teknis', 'lowlevel', 'bicara', 'ai', 'pakai', 'highlevel', 'language', 'walhasil', 'sukses', 'terus', 'tapi', 'masalah', 'ai', 'gak', 'bisa', 'menyederhanakan', 'omongan', 'kayak', 'manusia', 'natural', 'tergantung', 'emosi', 'kayak', 'nyingkat', 'kata', 'kalo', 'lagi', 'rese', 'aja', 'intinya', 'jadikan', 'teman', 'bukan', 'budak']",0,2025-11-11T13:06:52Z,2025-11-11T13:06:52Z,0.0,"['coba', 'ngoding', 'vibe', 'kecilan', 'sebenernya', 'mudah', 'suruh', 'ainya', 'jangan', 'ngide', 'kecuali', 'bener', 'input', 'prompt', 'lalu', 'suruh', 'ainya', 'belajar', 'standar', 'percodingan', 'ada', 'best', 'practicenya', 'gimana', 'apa', 'ecmascript', 'pep8', 'seterusnya', 'rulerule', 'seperti', 'udah', 'diuji', 'oleh', 'manusia', 'sebelum', 'ada', 'ai', 'lalu', 'seringseringlah', 'lakukan', 'dialektika', 'ainya', 'ngobrol', 'diskusi', 'teknis', 'terus', 'buat', 'ainya', 'paling', 'konservatif', 'kalau', 'bicara', 'soal', 'standarstandar', 'bahkan', 'ketika', 'bicara', 'teknis', 'lowlevel', 'bicara', 'ai', 'pakai', 'highlevel', 'language', 'walhasil', 'sukses', 'terus', 'tapi', 'masalah', 'ai', 'gak', 'bisa', 'menyederhanakan', 'omongan', 'kayak', 'manusia', 'natural', 'tergantung', 'emosi', 'kayak', 'nyingkat', 'kata', 'kalo', 'lagi', 'rese', 'aja', 'intinya', 'jadikan', 'teman', 'bukan', 'budak']",91,coba ngoding vibe kecilan sebenernya mudah suruh ainya jangan ngide kecuali bener input prompt lalu suruh ainya belajar standar percodingan ada best practicenya gimana apa ecmascript pep8 seterusnya rulerule seperti udah diuji oleh manusia sebelum ada ai lalu seringseringlah lakukan dialektika ainya ngobrol diskusi teknis terus buat ainya paling konservatif kalau bicara soal standarstandar bahkan ketika bicara teknis lowlevel bicara ai pakai highlevel language walhasil sukses terus tapi masalah ai gak bisa menyederhanakan omongan kayak manusia natural tergantung emosi kayak nyingkat kata kalo lagi rese aja intinya jadikan teman bukan budak,coba ngoding vibe kecilan sebenernya mudah suruh ainya jangan ngide kecuali bener input prompt lalu suruh ainya belajar standar percodingan ada best practicenya gimana apa ecmascript pep8 seterusnya rulerule seperti udah diuji oleh manusia sebelum ada ai lalu seringseringlah lakukan dialektika ainya ngobrol diskusi teknis terus buat ainya paling konservatif kalau bicara soal standarstandar bahkan ketika bicara teknis lowlevel bicara ai pakai highlevel language walhasil sukses terus tapi masalah ai gak bisa menyederhanakan omongan kayak manusia natural tergantung emosi kayak nyingkat kata kalo lagi rese aja intinya jadikan teman bukan budak,positif,2.0
2wwp3dKbGE8,Ugy9uXtJ1QBJFSjNfYd4AaABAg,,agusrifaiej2hn,"['tapi', 'auto', 'complete', 'ai', 'juga', 'lumayan', 'mengganggu', 'sih', 'makanya', 'setiapp', 'latihan', 'matikan', 'internetnya']",0,2025-11-11T03:40:36Z,2025-11-11T03:43:57Z,0.0,"['tapi', 'auto', 'complete', 'ai', 'juga', 'lumayan', 'mengganggu', 'sih', 'makanya', 'setiapp', 'latihan', 'matikan', 'internetnya']",13,tapi auto complete ai juga lumayan mengganggu sih makanya setiapp latihan matikan internetnya,tapi auto complete ai juga lumayan mengganggu sih makanya setiapp latihan matikan internetnya,netral,1.0
